cross_pair,d0_cross,d0_same,abs_diff
block_cont_r3__lead_nec_r5,0.393915,0.393452,0.000463
block_cont_r3__lead_nec_r6,0.414957,0.414202,0.000755
block_cont_r3__lead_nec_r7,0.411598,0.412135,0.000537
block_cont_r3__lead_nec_r8,0.397154,0.397414,0.00026
block_cont_r3__lead_nec_r9,0.402503,0.402464,3.9e-05
block_cont_r3__lead_opt_r1,0.402732,0.402464,0.000268
block_cont_r3__lead_opt_r10,0.389437,0.388913,0.000524
block_cont_r3__lead_opt_r11,0.42912,0.430318,0.001198
block_cont_r3__lead_opt_r12,0.417092,0.417143,5.1e-05
block_cont_r3__lead_opt_r2,0.419226,0.419308,8.2e-05
block_cont_r3__lead_opt_r3,0.392255,0.392251,4e-06
block_cont_r3__lead_opt_r4,0.41696,0.417143,0.000183
block_cont_r3__lead_opt_r5,0.387458,0.388017,0.000559
block_cont_r3__lead_opt_r6,0.399526,0.397989,0.001537
block_cont_r3__lead_opt_r7,0.389475,0.388913,0.000562
block_cont_r3__lead_opt_r8,0.377875,0.37773,0.000145
block_cont_r3__lead_opt_r9,0.387561,0.388017,0.000456
block_cont_r4__cross_clear_r1,0.298867,0.298667,0.0002
block_cont_r4__cross_clear_r10,0.106611,0.106555,5.6e-05
block_cont_r4__cross_clear_r11,0.305654,0.305561,9.3e-05
block_cont_r4__cross_clear_r12,0.168454,0.168547,9.3e-05
block_cont_r4__cross_clear_r2,0.266267,0.266947,0.00068
block_cont_r4__cross_clear_r3,0.345791,0.345767,2.4e-05
block_cont_r4__cross_clear_r4,0.303229,0.303261,3.2e-05
block_cont_r4__cross_clear_r5,0.257618,0.257635,1.7e-05
block_cont_r4__cross_clear_r6,0.150233,0.149925,0.000308
block_cont_r4__cross_clear_r7,0.319388,0.319389,1e-06
block_cont_r4__cross_clear_r8,0.253286,0.253946,0.00066
block_cont_r4__cross_clear_r9,0.239607,0.239944,0.000337
block_cont_r4__cross_stall_occ_r1,0.09928,0.099543,0.000263
block_cont_r4__cross_stall_occ_r10,0.06543,0.065298,0.000132
block_cont_r4__cross_stall_occ_r11,0.071487,0.071487,0.0
block_cont_r4__cross_stall_occ_r12,0.060801,0.060763,3.8e-05
block_cont_r4__cross_stall_occ_r2,0.113086,0.11343,0.000344
block_cont_r4__cross_stall_occ_r3,0.053925,0.054001,7.6e-05
block_cont_r4__cross_stall_occ_r4,0.066058,0.066101,4.3e-05
block_cont_r4__cross_stall_occ_r5,0.054021,0.054011,1e-05
block_cont_r4__cross_stall_occ_r6,0.065988,0.065996,8e-06
block_cont_r4__cross_stall_occ_r7,0.093745,0.093447,0.000298
block_cont_r4__cross_stall_occ_r8,0.109654,0.110548,0.000894
block_cont_r4__cross_stall_occ_r9,0.061666,0.061713,4.7e-05
block_cont_r4__cross_stall_r1,0.313936,0.313928,8e-06
block_cont_r4__cross_stall_r10,0.3093,0.309233,6.7e-05
block_cont_r4__cross_stall_r11,0.285636,0.285781,0.000145
block_cont_r4__cross_stall_r12,0.302589,0.303088,0.000499
block_cont_r4__cross_stall_r2,0.323984,0.324065,8.1e-05
block_cont_r4__cross_stall_r3,0.299815,0.299599,0.000216
block_cont_r4__cross_stall_r4,0.313001,0.312723,0.000278
block_cont_r4__cross_stall_r5,0.273553,0.273648,9.5e-05
block_cont_r4__cross_stall_r6,0.306535,0.306386,0.000149
block_cont_r4__cross_stall_r7,0.309645,0.309567,7.8e-05
block_cont_r4__cross_stall_r8,0.320315,0.320267,4.8e-05
block_cont_r4__cross_stall_r9,0.297711,0.297914,0.000203
block_cont_r4__lead_cont_r1,0.112022,0.112448,0.000426
block_cont_r4__lead_cont_r10,0.110189,0.110548,0.000359
block_cont_r4__lead_cont_r11,0.082262,0.082263,1e-06
block_cont_r4__lead_cont_r12,0.134189,0.134165,2.4e-05
block_cont_r4__lead_cont_r2,0.136086,0.136098,1.2e-05
block_cont_r4__lead_cont_r3,0.084101,0.084231,0.00013
block_cont_r4__lead_cont_r4,0.101778,0.101732,4.6e-05
block_cont_r4__lead_cont_r5,0.114613,0.11465,3.7e-05
block_cont_r4__lead_cont_r6,0.14099,0.140785,0.000205
block_cont_r4__lead_cont_r7,0.134362,0.134165,0.000197
block_cont_r4__lead_cont_r8,0.109643,0.110548,0.000905
block_cont_r4__lead_cont_r9,0.114872,0.11486,1.2e-05
block_cont_r4__lead_nec_r1,0.331841,0.33197,0.000129
block_cont_r4__lead_nec_r10,0.340027,0.340062,3.5e-05
block_cont_r4__lead_nec_r11,0.336239,0.336231,8e-06
block_cont_r4__lead_nec_r12,0.353707,0.353735,2.8e-05
block_cont_r4__lead_nec_r2,0.35591,0.355833,7.7e-05
block_cont_r4__lead_nec_r3,0.338084,0.338085,1e-06
block_cont_r4__lead_nec_r4,0.35135,0.351441,9.1e-05
block_cont_r4__lead_nec_r5,0.336196,0.336231,3.5e-05
block_cont_r4__lead_nec_r6,0.357238,0.357235,3e-06
block_cont_r4__lead_nec_r7,0.35388,0.353845,3.5e-05
block_cont_r4__lead_nec_r8,0.339435,0.339477,4.2e-05
block_cont_r4__lead_nec_r9,0.344785,0.344712,7.3e-05
block_cont_r4__lead_opt_r1,0.345013,0.345015,2e-06
block_cont_r4__lead_opt_r10,0.331719,0.331634,8.5e-05
block_cont_r4__lead_opt_r11,0.371401,0.371215,0.000186
block_cont_r4__lead_opt_r12,0.359373,0.359392,1.9e-05
block_cont_r4__lead_opt_r2,0.361507,0.361505,2e-06
block_cont_r4__lead_opt_r3,0.334536,0.334523,1.3e-05
block_cont_r4__lead_opt_r4,0.359241,0.359329,8.8e-05
block_cont_r4__lead_opt_r5,0.329739,0.329704,3.5e-05
block_cont_r4__lead_opt_r6,0.341807,0.341864,5.7e-05
block_cont_r4__lead_opt_r7,0.331757,0.331634,0.000123
block_cont_r4__lead_opt_r8,0.320156,0.320127,2.9e-05
block_cont_r4__lead_opt_r9,0.329842,0.329836,6e-06
block_cont_r5__cross_clear_r1,0.360305,0.360249,5.6e-05
block_cont_r5__cross_clear_r10,0.119437,0.119695,0.000258
block_cont_r5__cross_clear_r11,0.374282,0.37414,0.000142
block_cont_r5__cross_clear_r12,0.233378,0.23362,0.000242
block_cont_r5__cross_clear_r2,0.327704,0.327701,3e-06
block_cont_r5__cross_clear_r3,0.413181,0.413332,0.000151
block_cont_r5__cross_clear_r4,0.370618,0.370395,0.000223
block_cont_r5__cross_clear_r5,0.319846,0.319836,1e-05
block_cont_r5__cross_clear_r6,0.219846,0.221077,0.001231
block_cont_r5__cross_clear_r7,0.386777,0.388017,0.00124
block_cont_r5__cross_clear_r8,0.320675,0.320641,3.4e-05
block_cont_r5__cross_clear_r9,0.305849,0.305561,0.000288
block_cont_r5__cross_stall_occ_r1,0.073926,0.073855,7.1e-05
block_cont_r5__cross_stall_occ_r10,0.11102,0.110548,0.000472
block_cont_r5__cross_stall_occ_r11,0.048118,0.048118,0.0
block_cont_r5__cross_stall_occ_r12,0.079557,0.079615,5.8e-05
block_cont_r5__cross_stall_occ_r2,0.087732,0.087572,0.00016
block_cont_r5__cross_stall_occ_r3,0.099515,0.099543,2.8e-05
block_cont_r5__cross_stall_occ_r4,0.132432,0.132424,8e-06
block_cont_r5__cross_stall_occ_r5,0.070912,0.070856,5.6e-05
block_cont_r5__cross_stall_occ_r6,0.080539,0.080622,8.3e-05
block_cont_r5__cross_stall_occ_r7,0.073912,0.073855,5.7e-05
block_cont_r5__cross_stall_occ_r8,0.084301,0.08433,2.9e-05
block_cont_r5__cross_stall_occ_r9,0.083623,0.083608,1.5e-05
block_cont_r5__cross_stall_r1,0.381326,0.381362,3.6e-05
block_cont_r5__cross_stall_r10,0.37669,0.376583,0.000107
block_cont_r5__cross_stall_r11,0.350214,0.350173,4.1e-05
block_cont_r5__cross_stall_r12,0.369978,0.370182,0.000204
block_cont_r5__cross_stall_r2,0.391373,0.391344,2.9e-05
block_cont_r5__cross_stall_r3,0.367204,0.367193,1.1e-05
block_cont_r5__cross_stall_r4,0.380391,0.380394,3e-06
block_cont_r5__cross_stall_r5,0.340903,0.340858,4.5e-05
block_cont_r5__cross_stall_r6,0.373924,0.373967,4.3e-05
block_cont_r5__cross_stall_r7,0.377034,0.377087,5.3e-05
block_cont_r5__cross_stall_r8,0.387704,0.388017,0.000313
block_cont_r5__cross_stall_r9,0.365101,0.365059,4.2e-05
block_cont_r5__lead_cont_r1,0.086669,0.086795,0.000126
block_cont_r5__lead_cont_r10,0.128887,0.128256,0.000631
block_cont_r5__lead_cont_r11,0.127852,0.127515,0.000337
block_cont_r5__lead_cont_r12,0.110861,0.110548,0.000313
block_cont_r5__lead_cont_r2,0.110732,0.110548,0.000184
block_cont_r5__lead_cont_r3,0.129691,0.12999,0.000299
block_cont_r5__lead_cont_r4,0.153528,0.153553,2.5e-05
block_cont_r5__lead_cont_r5,0.112763,0.112675,8.8e-05
block_cont_r5__lead_cont_r6,0.131324,0.132301,0.000977
block_cont_r5__lead_cont_r7,0.111034,0.110548,0.000486
block_cont_r5__lead_cont_r8,0.128341,0.128256,8.5e-05
block_cont_r5__lead_cont_r9,0.120465,0.119695,0.00077
block_cont_r5__lead_nec_r1,0.399231,0.397989,0.001242
block_cont_r5__lead_nec_r10,0.407417,0.407212,0.000205
block_cont_r5__lead_nec_r11,0.403628,0.403661,3.3e-05
block_cont_r5__lead_nec_r12,0.421096,0.421764,0.000668
block_cont_r5__lead_nec_r2,0.423299,0.422555,0.000744
block_cont_r5__lead_nec_r3,0.405474,0.405467,7e-06
block_cont_r5__lead_nec_r4,0.418739,0.418222,0.000517
block_cont_r5__lead_nec_r5,0.403585,0.403661,7.6e-05
block_cont_r5__lead_nec_r6,0.424628,0.42498,0.000352
block_cont_r5__lead_nec_r7,0.421269,0.421764,0.000495
block_cont_r5__lead_nec_r8,0.406825,0.406798,2.7e-05
block_cont_r5__lead_nec_r9,0.412174,0.412135,3.9e-05
block_cont_r5__lead_opt_r1,0.412402,0.412135,0.000267
block_cont_r5__lead_opt_r10,0.399108,0.397989,0.001119
block_cont_r5__lead_opt_r11,0.438791,0.439085,0.000294
block_cont_r5__lead_opt_r12,0.426763,0.426933,0.00017
block_cont_r5__lead_opt_r2,0.428897,0.430318,0.001421
block_cont_r5__lead_opt_r3,0.401926,0.402049,0.000123
block_cont_r5__lead_opt_r4,0.42663,0.426367,0.000263
block_cont_r5__lead_opt_r5,0.397129,0.397414,0.000285
block_cont_r5__lead_opt_r6,0.409197,0.409041,0.000156
block_cont_r5__lead_opt_r7,0.399146,0.397989,0.001157
block_cont_r5__lead_opt_r8,0.387545,0.388017,0.000472
block_cont_r5__lead_opt_r9,0.397232,0.397414,0.000182
block_cont_r6__cross_clear_r1,0.365084,0.365059,2.5e-05
block_cont_r6__cross_clear_r10,0.139566,0.139736,0.00017
block_cont_r6__cross_clear_r11,0.374862,0.374988,0.000126
block_cont_r6__cross_clear_r12,0.238156,0.23784,0.000316
block_cont_r6__cross_clear_r2,0.332483,0.332478,5e-06
block_cont_r6__cross_clear_r3,0.417959,0.417997,3.8e-05
block_cont_r6__cross_clear_r4,0.375397,0.375294,0.000103
block_cont_r6__cross_clear_r5,0.324679,0.324664,1.5e-05
block_cont_r6__cross_clear_r6,0.222401,0.22353,0.001129
block_cont_r6__cross_clear_r7,0.391556,0.391344,0.000212
block_cont_r6__cross_clear_r8,0.325454,0.325447,7e-06
block_cont_r6__cross_clear_r9,0.310548,0.310494,5.4e-05
block_cont_r6__cross_stall_occ_r1,0.05374,0.053752,1.2e-05
block_cont_r6__cross_stall_occ_r10,0.076034,0.076041,7e-06
block_cont_r6__cross_stall_occ_r11,0.013132,0.013132,0.0
block_cont_r6__cross_stall_occ_r12,0.067819,0.067834,1.5e-05
block_cont_r6__cross_stall_occ_r2,0.067546,0.067608,6.2e-05
block_cont_r6__cross_stall_occ_r3,0.064528,0.064487,4.1e-05
block_cont_r6__cross_stall_occ_r4,0.113284,0.11343,0.000146
block_cont_r6__cross_stall_occ_r5,0.055517,0.055264,0.000253
block_cont_r6__cross_stall_occ_r6,0.064903,0.064867,3.6e-05
block_cont_r6__cross_stall_occ_r7,0.057711,0.057719,8e-06
block_cont_r6__cross_stall_occ_r8,0.064114,0.0641,1.4e-05
block_cont_r6__cross_stall_occ_r9,0.048637,0.048639,2e-06
block_cont_r6__cross_stall_r1,0.386104,0.384711,0.001393
block_cont_r6__cross_stall_r10,0.381468,0.381542,7.4e-05
block_cont_r6__cross_stall_r11,0.354993,0.355033,4e-05
block_cont_r6__cross_stall_r12,0.374757,0.374988,0.000231
block_cont_r6__cross_stall_r2,0.396152,0.396099,5.3e-05
block_cont_r6__cross_stall_r3,0.371983,0.371988,5e-06
block_cont_r6__cross_stall_r4,0.385169,0.384711,0.000458
block_cont_r6__cross_stall_r5,0.345682,0.345756,7.4e-05
block_cont_r6__cross_stall_r6,0.378703,0.378423,0.00028
block_cont_r6__cross_stall_r7,0.381813,0.381542,0.000271
block_cont_r6__cross_stall_r8,0.392483,0.392484,1e-06
block_cont_r6__cross_stall_r9,0.369879,0.370182,0.000303
block_cont_r6__lead_cont_r1,0.066482,0.066498,1.6e-05
block_cont_r6__lead_cont_r10,0.102251,0.10227,1.9e-05
block_cont_r6__lead_cont_r11,0.092866,0.092757,0.000109
block_cont_r6__lead_cont_r12,0.075875,0.076041,0.000166
block_cont_r6__lead_cont_r2,0.090546,0.09044,0.000106
block_cont_r6__lead_cont_r3,0.094704,0.094653,5.1e-05
block_cont_r6__lead_cont_r4,0.12304,0.123005,3.5e-05
block_cont_r6__lead_cont_r5,0.084788,0.084678,0.00011
block_cont_r6__lead_cont_r6,0.097381,0.097393,1.2e-05
block_cont_r6__lead_cont_r7,0.076048,0.076041,7e-06
block_cont_r6__lead_cont_r8,0.101705,0.101732,2.7e-05
block_cont_r6__lead_cont_r9,0.085479,0.085702,0.000223
block_cont_r6__lead_nec_r1,0.404009,0.404067,5.8e-05
block_cont_r6__lead_nec_r10,0.412196,0.412135,6.1e-05
block_cont_r6__lead_nec_r11,0.408407,0.408424,1.7e-05
block_cont_r6__lead_nec_r12,0.425875,0.425951,7.6e-05
block_cont_r6__lead_nec_r2,0.428078,0.42734,0.000738
block_cont_r6__lead_nec_r3,0.410253,0.409041,0.001212
block_cont_r6__lead_nec_r4,0.423518,0.422555,0.000963
block_cont_r6__lead_nec_r5,0.408364,0.408424,6e-05
block_cont_r6__lead_nec_r6,0.429407,0.430318,0.000911
block_cont_r6__lead_nec_r7,0.426048,0.425951,9.7e-05
block_cont_r6__lead_nec_r8,0.411603,0.412135,0.000532
block_cont_r6__lead_nec_r9,0.416953,0.417143,0.00019
block_cont_r6__lead_opt_r1,0.417181,0.417143,3.8e-05
block_cont_r6__lead_opt_r10,0.403887,0.404067,0.00018
block_cont_r6__lead_opt_r11,0.443569,0.443106,0.000463
block_cont_r6__lead_opt_r12,0.431542,0.431113,0.000429
block_cont_r6__lead_opt_r2,0.433676,0.43433,0.000654
block_cont_r6__lead_opt_r3,0.406704,0.406798,9.4e-05
block_cont_r6__lead_opt_r4,0.431409,0.431113,0.000296
block_cont_r6__lead_opt_r5,0.401907,0.402049,0.000142
block_cont_r6__lead_opt_r6,0.413975,0.413797,0.000178
block_cont_r6__lead_opt_r7,0.403925,0.404067,0.000142
block_cont_r6__lead_opt_r8,0.392324,0.392251,7.3e-05
block_cont_r6__lead_opt_r9,0.402011,0.402049,3.8e-05
block_cont_r7__cross_clear_r1,0.351952,0.351952,0.0
block_cont_r7__cross_clear_r10,0.149925,0.149925,0.0
block_cont_r7__cross_clear_r11,0.36197,0.36197,0.0
block_cont_r7__cross_clear_r12,0.225024,0.225024,0.0
block_cont_r7__cross_clear_r2,0.319351,0.319351,0.0
block_cont_r7__cross_clear_r3,0.404827,0.404827,0.0
block_cont_r7__cross_clear_r4,0.362265,0.362265,0.0
block_cont_r7__cross_clear_r5,0.318832,0.318832,0.0
block_cont_r7__cross_clear_r6,0.209989,0.209989,0.0
block_cont_r7__cross_clear_r7,0.378423,0.378423,0.0
block_cont_r7__cross_clear_r8,0.312322,0.312322,0.0
block_cont_r7__cross_clear_r9,0.297415,0.297415,0.0
block_cont_r7__cross_stall_occ_r1,0.040608,0.040608,0.0
block_cont_r7__cross_stall_occ_r10,0.062902,0.062902,0.0
block_cont_r7__cross_stall_occ_r11,0.0,0.000546,0.000546
block_cont_r7__cross_stall_occ_r12,0.054687,0.054687,0.0
block_cont_r7__cross_stall_occ_r2,0.054414,0.054414,0.0
block_cont_r7__cross_stall_occ_r3,0.051396,0.051396,0.0
block_cont_r7__cross_stall_occ_r4,0.100152,0.100152,0.0
block_cont_r7__cross_stall_occ_r5,0.042384,0.042574,0.00019
block_cont_r7__cross_stall_occ_r6,0.051771,0.051771,0.0
block_cont_r7__cross_stall_occ_r7,0.044578,0.044578,0.0
block_cont_r7__cross_stall_occ_r8,0.050982,0.050982,0.0
block_cont_r7__cross_stall_occ_r9,0.035505,0.035505,0.0
block_cont_r7__cross_stall_r1,0.372972,0.372972,0.0
block_cont_r7__cross_stall_r10,0.368336,0.368336,0.0
block_cont_r7__cross_stall_r11,0.354734,0.354734,0.0
block_cont_r7__cross_stall_r12,0.361625,0.361625,0.0
block_cont_r7__cross_stall_r2,0.38302,0.38302,0.0
block_cont_r7__cross_stall_r3,0.358851,0.358851,0.0
block_cont_r7__cross_stall_r4,0.372037,0.372037,0.0
block_cont_r7__cross_stall_r5,0.335182,0.335182,0.0
block_cont_r7__cross_stall_r6,0.365571,0.365571,0.0
block_cont_r7__cross_stall_r7,0.368681,0.368681,0.0
block_cont_r7__cross_stall_r8,0.379351,0.379351,0.0
block_cont_r7__cross_stall_r9,0.356747,0.356747,0.0
block_cont_r7__lead_cont_r1,0.05335,0.053168,0.000182
block_cont_r7__lead_cont_r10,0.089119,0.089085,3.4e-05
block_cont_r7__lead_cont_r11,0.079734,0.079771,3.7e-05
block_cont_r7__lead_cont_r12,0.062742,0.062649,9.3e-05
block_cont_r7__lead_cont_r2,0.077413,0.077598,0.000185
block_cont_r7__lead_cont_r3,0.081572,0.081488,8.4e-05
block_cont_r7__lead_cont_r4,0.109908,0.110548,0.00064
block_cont_r7__lead_cont_r5,0.071655,0.071679,2.4e-05
block_cont_r7__lead_cont_r6,0.084248,0.084231,1.7e-05
block_cont_r7__lead_cont_r7,0.062916,0.062902,1.4e-05
block_cont_r7__lead_cont_r8,0.088573,0.088547,2.6e-05
block_cont_r7__lead_cont_r9,0.072347,0.072168,0.000179
block_cont_r7__lead_nec_r1,0.390877,0.391344,0.000467
block_cont_r7__lead_nec_r10,0.399063,0.397989,0.001074
block_cont_r7__lead_nec_r11,0.395275,0.395117,0.000158
block_cont_r7__lead_nec_r12,0.412742,0.412757,1.5e-05
block_cont_r7__lead_nec_r2,0.414946,0.414202,0.000744
block_cont_r7__lead_nec_r3,0.39712,0.397414,0.000294
block_cont_r7__lead_nec_r4,0.410386,0.409041,0.001345
block_cont_r7__lead_nec_r5,0.395232,0.395117,0.000115
block_cont_r7__lead_nec_r6,0.416274,0.416569,0.000295
block_cont_r7__lead_nec_r7,0.412916,0.412884,3.2e-05
block_cont_r7__lead_nec_r8,0.398471,0.397989,0.000482
block_cont_r7__lead_nec_r9,0.403821,0.403661,0.00016
block_cont_r7__lead_opt_r1,0.404049,0.404067,1.8e-05
block_cont_r7__lead_opt_r10,0.390755,0.391344,0.000589
block_cont_r7__lead_opt_r11,0.430437,0.430318,0.000119
block_cont_r7__lead_opt_r12,0.418409,0.418222,0.000187
block_cont_r7__lead_opt_r2,0.420543,0.421764,0.001221
block_cont_r7__lead_opt_r3,0.393572,0.393452,0.00012
block_cont_r7__lead_opt_r4,0.418277,0.418222,5.5e-05
block_cont_r7__lead_opt_r5,0.388775,0.388673,0.000102
block_cont_r7__lead_opt_r6,0.400843,0.402049,0.001206
block_cont_r7__lead_opt_r7,0.390792,0.391344,0.000552
block_cont_r7__lead_opt_r8,0.379192,0.379115,7.7e-05
block_cont_r7__lead_opt_r9,0.388878,0.388913,3.5e-05
block_cont_r8__cross_clear_r1,0.364117,0.364048,6.9e-05
block_cont_r8__cross_clear_r10,0.127758,0.127515,0.000243
block_cont_r8__cross_clear_r11,0.373895,0.373864,3.1e-05
block_cont_r8__cross_clear_r12,0.237189,0.237572,0.000383
block_cont_r8__cross_clear_r2,0.331516,0.331474,4.2e-05
block_cont_r8__cross_clear_r3,0.416992,0.417143,0.000151
block_cont_r8__cross_clear_r4,0.37443,0.37414,0.00029
block_cont_r8__cross_clear_r5,0.323658,0.323624,3.4e-05
block_cont_r8__cross_clear_r6,0.221434,0.221077,0.000357
block_cont_r8__cross_clear_r7,0.390588,0.391344,0.000756
block_cont_r8__cross_clear_r8,0.324487,0.324515,2.8e-05
block_cont_r8__cross_clear_r9,0.30958,0.309567,1.3e-05
block_cont_r8__cross_stall_occ_r1,0.074462,0.07443,3.2e-05
block_cont_r8__cross_stall_occ_r10,0.075067,0.075046,2.1e-05
block_cont_r8__cross_stall_occ_r11,0.033854,0.033854,0.0
block_cont_r8__cross_stall_occ_r12,0.08854,0.088547,7e-06
block_cont_r8__cross_stall_occ_r2,0.088267,0.088364,9.7e-05
block_cont_r8__cross_stall_occ_r3,0.063561,0.063577,1.6e-05
block_cont_r8__cross_stall_occ_r4,0.112317,0.112448,0.000131
block_cont_r8__cross_stall_occ_r5,0.076238,0.076263,2.5e-05
block_cont_r8__cross_stall_occ_r6,0.085624,0.085702,7.8e-05
block_cont_r8__cross_stall_occ_r7,0.078432,0.078333,9.9e-05
block_cont_r8__cross_stall_occ_r8,0.084836,0.084678,0.000158
block_cont_r8__cross_stall_occ_r9,0.04767,0.048118,0.000448
block_cont_r8__cross_stall_r1,0.385137,0.384711,0.000426
block_cont_r8__cross_stall_r10,0.380501,0.380394,0.000107
block_cont_r8__cross_stall_r11,0.354026,0.354021,5e-06
block_cont_r8__cross_stall_r12,0.37379,0.373799,9e-06
block_cont_r8__cross_stall_r2,0.395185,0.395117,6.8e-05
block_cont_r8__cross_stall_r3,0.371016,0.371176,0.00016
block_cont_r8__cross_stall_r4,0.384202,0.384201,1e-06
block_cont_r8__cross_stall_r5,0.344714,0.344712,2e-06
block_cont_r8__cross_stall_r6,0.377736,0.37773,6e-06
block_cont_r8__cross_stall_r7,0.380846,0.38077,7.6e-05
block_cont_r8__cross_stall_r8,0.391516,0.391344,0.000172
block_cont_r8__cross_stall_r9,0.368912,0.369108,0.000196
block_cont_r8__lead_cont_r1,0.087204,0.08728,7.6e-05
block_cont_r8__lead_cont_r10,0.101284,0.101055,0.000229
block_cont_r8__lead_cont_r11,0.091899,0.09164,0.000259
block_cont_r8__lead_cont_r12,0.096596,0.096395,0.000201
block_cont_r8__lead_cont_r2,0.111267,0.110548,0.000719
block_cont_r8__lead_cont_r3,0.093737,0.093447,0.00029
block_cont_r8__lead_cont_r4,0.122073,0.122683,0.00061
block_cont_r8__lead_cont_r5,0.105509,0.105547,3.8e-05
block_cont_r8__lead_cont_r6,0.118102,0.118495,0.000393
block_cont_r8__lead_cont_r7,0.096769,0.097053,0.000284
block_cont_r8__lead_cont_r8,0.100738,0.100642,9.6e-05
block_cont_r8__lead_cont_r9,0.084512,0.084616,0.000104
block_cont_r8__lead_nec_r1,0.403042,0.403087,4.5e-05
block_cont_r8__lead_nec_r10,0.411228,0.412135,0.000907
block_cont_r8__lead_nec_r11,0.40744,0.407212,0.000228
block_cont_r8__lead_nec_r12,0.424907,0.42498,7.3e-05
block_cont_r8__lead_nec_r2,0.427111,0.426933,0.000178
block_cont_r8__lead_nec_r3,0.409285,0.409041,0.000244
block_cont_r8__lead_nec_r4,0.422551,0.422555,4e-06
block_cont_r8__lead_nec_r5,0.407397,0.407212,0.000185
block_cont_r8__lead_nec_r6,0.428439,0.42734,0.001099
block_cont_r8__lead_nec_r7,0.425081,0.42498,0.000101
block_cont_r8__lead_nec_r8,0.410636,0.412135,0.001499
block_cont_r8__lead_nec_r9,0.415986,0.415947,3.9e-05
block_cont_r8__lead_opt_r1,0.416214,0.415947,0.000267
block_cont_r8__lead_opt_r10,0.40292,0.403087,0.000167
block_cont_r8__lead_opt_r11,0.442602,0.442683,8.1e-05
block_cont_r8__lead_opt_r12,0.430574,0.430318,0.000256
block_cont_r8__lead_opt_r2,0.432708,0.433013,0.000305
block_cont_r8__lead_opt_r3,0.405737,0.405467,0.00027
block_cont_r8__lead_opt_r4,0.430442,0.430318,0.000124
block_cont_r8__lead_opt_r5,0.40094,0.402049,0.001109
block_cont_r8__lead_opt_r6,0.413008,0.412884,0.000124
block_cont_r8__lead_opt_r7,0.402957,0.403087,0.00013
block_cont_r8__lead_opt_r8,0.391357,0.391344,1.3e-05
block_cont_r8__lead_opt_r9,0.401043,0.402049,0.001006
block_cont_r9__cross_clear_r1,0.325274,0.325303,2.9e-05
block_cont_r9__cross_clear_r10,0.114991,0.115017,2.6e-05
block_cont_r9__cross_clear_r11,0.322691,0.322698,7e-06
block_cont_r9__cross_clear_r12,0.194209,0.193936,0.000273
block_cont_r9__cross_clear_r2,0.286708,0.286361,0.000347
block_cont_r9__cross_clear_r3,0.363241,0.363132,0.000109
block_cont_r9__cross_clear_r4,0.320678,0.320641,3.7e-05
block_cont_r9__cross_clear_r5,0.273649,0.273648,1e-06
block_cont_r9__cross_clear_r6,0.176167,0.175721,0.000446
block_cont_r9__cross_clear_r7,0.336837,0.336837,0.0
block_cont_r9__cross_clear_r8,0.270735,0.270186,0.000549
block_cont_r9__cross_clear_r9,0.256261,0.257393,0.001132
block_cont_r9__cross_stall_occ_r1,0.101635,0.101732,9.7e-05
block_cont_r9__cross_stall_occ_r10,0.092096,0.092505,0.000409
block_cont_r9__cross_stall_occ_r11,0.073802,0.073802,0.0
block_cont_r9__cross_stall_occ_r12,0.065177,0.065087,9e-05
